#All are unchanged except code 0, which is not an error code. 
#Live data for error codes can be obtained here: https://login.microsoftonline.com/error
#this list is an enumeration of that web resource (i.e. brute forcing all values between 0 and 9000000)

Error Code|||||Message|||||Remediation
230027|||||Internal use|||||No Remediation Provided
230028|||||Internal use|||||No Remediation Provided
230029|||||Internal use|||||No Remediation Provided
230030|||||Internal use|||||No Remediation Provided
230031|||||Internal use|||||No Remediation Provided
230032|||||User's mailbox has exceeded maximum mailbox size.|||||No Remediation Provided
230033|||||Internal use|||||No Remediation Provided
230034|||||Internal use|||||No Remediation Provided
230035|||||Internal use|||||No Remediation Provided
230036|||||Internal use|||||No Remediation Provided
230037|||||Required auth methods from cached token are not satisfied.|||||No Remediation Provided
230038|||||Retrieved token with unsupported auth methods (amr).|||||No Remediation Provided
230039|||||Exchange Api Error.|||||No Remediation Provided
230040|||||Failed to load key from Torus.|||||No Remediation Provided
230041|||||Failed to load cert from machine.|||||No Remediation Provided
230042|||||Cannot find Service Key in cache.|||||No Remediation Provided
230043|||||Cannot find public cert shared by partners in cache.|||||No Remediation Provided
230044|||||Cannot find private cert owned by CCS in cache.|||||No Remediation Provided
230045|||||Password Cred not retrieved.|||||No Remediation Provided
230046|||||SDS BEToBEMisroute error|||||No Remediation Provided
230047|||||SDS ErrorInternalServerError error|||||No Remediation Provided
230048|||||SDS ApplicationThrottled error|||||No Remediation Provided
230049|||||SDS ErrorADUnavailable error|||||No Remediation Provided
230050|||||SDS ResourceUnhealthy error|||||No Remediation Provided
230051|||||SDS ErrorItemNotFound error|||||No Remediation Provided
230052|||||SDS ErrorTooManyObjectsOpened error|||||No Remediation Provided
230053|||||SDS ErrorMailboxQuotaExceeded error|||||No Remediation Provided
230054|||||SDS MailboxNotEnabledForRESTAPI error|||||No Remediation Provided
230055|||||SDS ErrorConnectionFailed error|||||No Remediation Provided
230056|||||SDS RequestBroker--ParseUri error|||||No Remediation Provided
230057|||||SDS ErrorADOperation error|||||No Remediation Provided
230058|||||SDS ErrorDataSourceOperation error|||||No Remediation Provided
230059|||||SDS ErrorInternalServerTransientError error|||||No Remediation Provided
230060|||||SDS ErrorInvalidProperty error|||||No Remediation Provided
230061|||||Could not get enforcement event successfully|||||No Remediation Provided
230062|||||Presented or requested primary refresh token could not be supported.|||||No Remediation Provided
230063|||||Remote forest discovery is not supported on restricted forests.|||||No Remediation Provided
230064|||||Exchange Api Error returned by SDS when tenant guid not found while storing tokens.|||||No Remediation Provided
230065|||||Exchange Api request timed out.|||||No Remediation Provided
230066|||||Exchange SDS requests timed out.|||||No Remediation Provided
230067|||||Exchange Auth Api requests timed out.|||||No Remediation Provided
230068|||||Exchange DsApi request timed out.|||||No Remediation Provided
230069|||||The Exchange Service returned a 503 Service Unavailable.|||||No Remediation Provided
230070|||||The Exchange SDS returned a 503 Service Unavailable.|||||No Remediation Provided
230071|||||The Exchange Auth Api returned a 503 Service Unavailable.|||||No Remediation Provided
230072|||||The Exchange DsApi returned a 503 Service Unavailable.|||||No Remediation Provided
230073|||||An Exchange Api error not defined in CCS|||||No Remediation Provided
230074|||||An Exchange SDS Api error indicating invalid serialized access token|||||No Remediation Provided
230075|||||An Exchange SDS Api error indicating mailbox or account cannot be accessed|||||No Remediation Provided
230076|||||An Exchange SDS Api error indicating mailbox cannot be opened.|||||No Remediation Provided
230077|||||Error due to AD Topology Endpoint not found in CCS.|||||No Remediation Provided
230078|||||Error due to Collection not found in CCS.|||||No Remediation Provided
230079|||||Error due to not enough memory in CCS.|||||No Remediation Provided
230080|||||Skip cached credential storage.|||||No Remediation Provided
230081|||||CCS StoreProxy Returned Internal Server Error|||||No Remediation Provided
230082|||||CCS StoreProxy Timed out|||||No Remediation Provided
230083|||||There is insufficient Cafe Routing Info to forward call|||||No Remediation Provided
230084|||||KVCache call failed with RPC error|||||No Remediation Provided
230085|||||KVCacheClient failed to process request|||||No Remediation Provided
230086|||||Call to KVCache timed out|||||No Remediation Provided
230087|||||Call to KVCache timed out|||||No Remediation Provided
230088|||||Key not found in KVCache|||||No Remediation Provided
230089|||||Request is blocked by custom policy evaluation.|||||No Remediation Provided
230090|||||Request is blocked by resiliency defaults disablement.|||||No Remediation Provided
230091|||||Token posted from ESTS can not be validated by CCS|||||No Remediation Provided
230092|||||SDS Error due to corrupt data.|||||No Remediation Provided
230093|||||SDS Error due to invalid decryption key.|||||No Remediation Provided
230094|||||SDS Error due to relocation of tenant to different forest than expected.|||||No Remediation Provided
230095|||||SDS Error due to collection creation progress.|||||No Remediation Provided
230096|||||SDS Error indicating that mailbox was quarantined and unable to be accessed.|||||No Remediation Provided
230097|||||SDS Error due to duplicate secondary key.|||||No Remediation Provided
